molecule_id,molecular_weight,logP,num_hydrogen_bond_donors,num_hydrogen_bond_acceptors,topological_polar_surface_area,rotatable_bonds,aromatic_rings,bioactivity_score,toxicity_risk_level,drug_likeness,binding_affinity_kcal_mol,clinical_trial_phase_prediction
1282,338.56,1.66,4,8,73.75,9,3,0.532,Medium,Yes,-7.69,Phase I
1283,403.11,4.51,3,1,140.23,13,1,0.839,Medium,Yes,-8.44,Phase II
1284,421.75,0.21,4,9,62.97,12,0,0.322,High,Yes,-5.86,Preclinical
1285,291.05,4.07,4,10,59.62,13,0,0.594,Low,No,-8.36,Phase III
1286,250.16,2.23,5,11,37.2,0,2,0.209,Medium,No,-8.74,Preclinical
1287,212.28,3.53,5,3,76.63,4,5,0.729,Low,Yes,-6.51,Phase I
1288,388.1,2.6,4,2,74.89,13,0,0.337,Low,No,-10.4,Preclinical
1289,267.25,3.87,1,1,105.78,6,4,0.655,Medium,Yes,-7.93,Preclinical
1290,188.53,2.04,2,9,97.32,8,4,0.668,Medium,Yes,-8.28,Phase I
1291,379.14,1.18,1,4,54.21,8,1,0.046,Low,No,-7.96,Preclinical
1292,536.97,4.2,4,1,78.22,7,3,0.552,Low,Yes,-8.23,Phase I
1293,349.54,2.36,2,1,78.86,0,4,0.374,Medium,No,-6.94,Phase I
1294,412.89,2.77,5,7,36.72,4,1,0.625,Low,No,-5.85,Phase I
1295,356.14,3.98,2,2,60.57,5,3,0.281,Medium,No,-6.81,Preclinical
1296,342.58,1.26,4,7,66.88,5,0,0.355,Medium,No,-8.01,Phase I
1297,418.93,3.21,5,7,133.01,3,1,0.8,Low,Yes,-6.55,Phase II
1298,328.23,1.79,2,10,95.74,0,3,0.78,Low,Yes,-6.38,Preclinical
1299,370.05,2.34,2,9,109.87,2,2,0.251,Medium,Yes,-6.96,Phase I
1300,374.13,2.59,1,7,45.04,9,5,0.949,Low,Yes,-5.93,Phase I
1301,299.89,0.7,2,1,125.83,14,5,-0.146,Low,Yes,-11.02,Phase III
1302,424.4,1.57,4,8,129.03,14,2,0.554,Low,No,-7.46,Phase II
1303,336.88,4.12,0,8,30.05,3,4,0.179,Low,Yes,-7.04,Preclinical
1304,293.32,3.56,0,4,68.84,3,5,0.593,Low,No,-9.72,Phase III
1305,390.24,2.42,0,8,104.87,12,3,0.435,Medium,No,-7.17,Phase II
1306,282.61,2.79,4,4,109.33,3,2,0.246,Medium,Yes,-6.13,Phase II
1307,352.11,2.15,0,8,69.65,13,4,0.316,Medium,Yes,-7.84,Phase I
1308,349.32,4.13,1,5,80.84,4,1,0.303,Medium,Yes,-6.52,Phase II
1309,431.44,2.26,4,4,72.08,12,1,0.519,Low,Yes,-5.97,Phase I
1310,385.6,2.78,5,6,93.31,14,3,0.744,Low,Yes,-5.49,Phase II
1311,348.12,3.88,4,2,125.92,14,3,0.99,Medium,Yes,-5.76,Phase III
1312,411.33,1.57,4,2,66.87,10,3,0.457,Medium,No,-5.45,Phase III
1313,454.27,4.37,2,2,120.02,8,5,0.575,Medium,Yes,-8.25,Phase I
1314,391.84,0.66,2,9,66.55,3,3,0.797,Medium,No,-8.09,Phase III
1315,350.78,4.46,2,10,64.57,8,2,0.388,Medium,No,-11.21,Preclinical
1316,251.61,2.05,3,3,114.56,8,2,0.304,Low,Yes,-9.1,Preclinical
1317,270.12,2.21,1,10,117.66,0,4,0.987,Medium,Yes,-5.67,Phase I
1318,327.11,0.23,4,4,115.54,4,2,0.455,Medium,No,-8.41,Phase II
1319,304.29,1.95,4,10,50.53,8,5,0.554,High,No,-6.9,Preclinical
1320,335.98,1.25,2,8,76.02,3,1,0.099,Medium,Yes,-7.14,Phase I
1321,354.25,1.77,4,4,114.69,4,4,0.369,Medium,Yes,-5.64,Preclinical
1322,389.73,2.34,5,11,91.25,3,2,0.972,Medium,Yes,-10.53,Phase I
1323,344.71,3.65,4,10,57.79,12,3,0.616,High,Yes,-6.97,Phase III
1324,386.49,2.75,0,10,103.75,1,2,0.493,High,Yes,-7.0,Phase II
1325,354.84,2.87,5,7,68.56,9,0,0.848,Medium,Yes,-8.79,Preclinical
1326,201.84,1.19,5,5,143.84,1,4,0.089,Medium,No,-6.06,Phase III
1327,279.55,1.44,4,9,136.35,1,5,0.396,Low,Yes,-9.6,Phase II
1328,339.19,4.66,3,4,108.12,12,2,1.069,Medium,Yes,-5.9,Phase II
1329,259.27,1.62,2,3,130.83,0,2,0.488,Medium,Yes,-10.73,Phase II
1330,394.99,4.49,1,2,91.94,2,5,0.486,Medium,No,-8.86,Phase III
1331,464.81,2.21,1,1,112.96,14,1,0.795,Low,Yes,-7.71,Phase II
1332,441.41,2.5,0,11,134.33,13,3,0.812,Medium,No,-7.17,Phase I
1333,333.99,3.78,1,6,97.36,10,3,0.175,Low,Yes,-10.3,Preclinical
1334,461.8,4.03,1,10,82.34,9,1,0.607,Medium,Yes,-5.94,Phase II
1335,361.15,2.37,2,2,38.86,0,1,0.939,Low,Yes,-6.37,Phase I
1336,324.72,2.03,2,8,87.51,3,0,0.339,Medium,No,-4.65,Phase I
1337,303.99,2.43,3,6,114.7,0,5,0.407,Low,Yes,-6.45,Preclinical
1338,327.31,2.91,0,5,118.37,3,4,0.507,Low,Yes,-8.6,Phase I
1339,320.89,3.57,1,2,105.13,2,3,0.674,Medium,No,-9.11,Phase I
1340,362.78,2.51,3,7,73.76,8,1,0.143,Low,No,-8.13,Phase II
1341,362.04,3.24,0,2,30.7,0,1,-0.278,Medium,Yes,-4.23,Phase II
1342,350.23,4.47,5,5,75.14,13,5,0.554,High,No,-7.43,Preclinical
1343,382.77,2.96,1,2,80.87,7,4,0.791,High,Yes,-7.36,Preclinical
1344,439.3,2.87,1,11,80.61,10,1,0.422,Low,Yes,-5.43,Preclinical
1345,421.22,0.68,2,10,108.56,8,0,0.347,Medium,Yes,-9.25,Preclinical
1346,238.63,-0.66,4,11,149.57,11,4,0.458,Low,Yes,-6.69,Preclinical
1347,158.46,2.97,0,11,93.71,6,0,0.899,High,Yes,-6.73,Phase II
1348,420.07,2.39,1,2,83.5,0,2,0.334,Medium,Yes,-6.06,Phase III
1349,247.48,1.88,0,7,82.22,3,3,0.643,Low,Yes,-6.22,Preclinical
1350,333.14,2.79,3,9,93.73,9,1,0.212,Low,Yes,-7.59,Phase I
1351,262.24,2.43,3,5,65.15,0,4,0.224,Low,Yes,-9.57,Phase II
1352,214.85,3.85,4,7,93.61,3,0,0.711,Medium,Yes,-8.35,Phase III
1353,390.61,2.6,1,4,103.52,14,3,0.909,Low,Yes,-6.24,Phase III
1354,406.94,1.6,2,2,96.29,2,3,0.722,Medium,Yes,-4.72,Preclinical
1355,306.76,3.69,1,3,103.73,1,1,-0.013,Medium,No,-9.33,Preclinical
1356,155.67,2.24,0,2,103.01,0,3,0.395,High,Yes,-9.43,Preclinical
1357,309.03,3.13,5,5,36.84,5,1,0.56,High,Yes,-9.86,Phase I
1358,379.39,1.93,3,6,109.11,11,2,0.515,Low,Yes,-8.65,Phase II
1359,239.08,1.72,0,7,69.87,6,1,0.02,Medium,No,-6.08,Preclinical
1360,363.75,2.6,4,3,57.12,5,5,0.176,Medium,Yes,-5.53,Phase III
1361,348.85,2.52,3,4,56.87,8,0,0.3,High,Yes,-10.62,Phase I
1362,393.45,3.08,2,8,103.01,11,5,0.483,Low,Yes,-9.31,Phase III
1363,358.97,2.18,3,4,83.32,8,3,0.016,Low,No,-9.59,Preclinical
1364,277.02,0.3,5,7,39.54,1,3,0.65,Low,Yes,-8.8,Preclinical
1365,439.74,1.98,1,6,104.34,14,3,0.477,Low,Yes,-7.83,Preclinical
1366,338.11,3.45,5,7,46.81,14,1,0.239,Low,Yes,-8.1,Preclinical
1367,347.95,2.14,5,1,94.19,1,4,0.548,Low,Yes,-6.73,Phase II
1368,280.0,2.2,1,3,97.15,8,1,0.14,Medium,Yes,-10.39,Preclinical
1369,316.75,3.68,3,6,116.57,0,0,0.487,Low,No,-8.28,Phase II
1370,283.64,1.65,4,3,143.45,4,1,0.05,Medium,Yes,-5.45,Preclinical
1371,337.03,0.65,1,7,49.06,0,3,0.086,Low,Yes,-5.39,Preclinical
1372,478.38,2.31,1,9,88.43,6,2,0.386,High,Yes,-5.0,Phase II
1373,247.11,1.92,2,3,81.71,8,0,0.321,High,Yes,-6.91,Phase III
1374,228.98,1.34,3,1,103.01,5,5,0.596,Medium,Yes,-8.48,Phase I
1375,460.34,2.29,1,10,96.47,13,2,0.495,High,Yes,-7.24,Phase III
1376,334.3,3.09,4,6,79.42,1,0,1.025,Low,No,-3.71,Phase I
1377,299.82,2.49,0,1,76.77,5,0,0.434,Medium,Yes,-8.3,Phase I
1378,427.99,2.87,3,1,56.51,8,3,-0.325,Low,Yes,-4.75,Phase II
1379,304.58,4.68,2,8,119.64,2,5,-0.009,Low,No,-11.16,Preclinical
1380,486.95,2.09,5,9,103.78,8,1,0.201,Low,Yes,-6.64,Preclinical
1381,400.84,2.83,1,2,117.53,7,5,1.346,Medium,No,-6.53,Phase II
1382,313.41,1.89,4,9,80.69,14,3,0.491,Low,Yes,-6.94,Preclinical
1383,511.8,1.48,3,5,70.29,12,3,0.777,Medium,Yes,-6.84,Preclinical
1384,304.57,1.8,4,8,57.65,11,3,0.752,Low,Yes,-6.72,Preclinical
1385,405.66,1.93,4,7,100.77,6,2,0.183,High,Yes,-6.65,Phase II
1386,372.45,2.93,5,7,58.81,7,5,0.052,Medium,Yes,-8.0,Phase II
1387,447.63,5.32,2,4,145.46,9,5,0.661,Low,No,-7.91,Phase I
1388,467.11,1.64,3,2,50.77,5,0,-0.055,Low,No,-9.54,Phase III
1389,352.4,2.0,1,5,98.21,2,4,0.744,Medium,Yes,-6.4,Phase I
1390,293.49,2.42,2,11,137.01,6,1,0.471,Low,No,-5.55,Phase II
1391,384.5,2.97,1,11,107.97,3,3,0.654,Medium,Yes,-4.88,Phase III
1392,299.17,2.82,0,3,95.27,10,5,0.576,Medium,No,-8.73,Phase II
1393,501.0,4.04,4,9,60.95,9,5,0.589,Low,Yes,-10.09,Phase I
1394,360.24,-0.41,0,6,48.55,13,0,0.526,Low,No,-6.94,Phase II
1395,322.6,-0.36,4,1,113.1,4,1,0.57,Low,Yes,-9.23,Phase I
1396,363.85,1.9,5,3,135.18,7,4,0.512,Low,No,-6.64,Phase I
1397,248.97,3.82,2,4,76.83,14,4,0.156,Low,No,-10.81,Preclinical
1398,277.13,0.62,1,9,55.83,6,3,0.402,Low,Yes,-5.87,Phase I
1399,440.03,-1.11,5,11,16.25,6,4,1.042,Low,Yes,-7.27,Preclinical
1400,300.73,3.19,1,6,60.58,7,4,0.579,Low,No,-10.38,Preclinical
1401,271.48,2.79,2,4,86.59,9,1,0.786,High,Yes,-7.04,Phase I
1402,390.25,1.19,3,1,137.97,2,1,0.254,Medium,Yes,-7.36,Phase III
1403,438.93,1.32,0,8,110.19,2,3,0.25,Medium,Yes,-6.72,Preclinical
1404,403.92,1.34,0,11,99.15,1,5,0.199,Low,No,-6.3,Preclinical
1405,424.7,2.63,1,2,78.0,14,0,0.167,Low,Yes,-11.12,Phase I
1406,293.24,1.75,1,11,72.51,0,3,0.094,Medium,Yes,-8.21,Phase II
1407,243.36,3.09,1,11,132.17,9,2,0.558,Medium,No,-7.63,Preclinical
1408,462.6,-0.93,2,8,96.02,5,4,0.411,Low,Yes,-7.94,Preclinical
1409,325.8,1.47,3,6,26.92,5,0,0.719,Low,Yes,-8.03,Phase I
1410,331.19,1.15,0,8,69.79,12,5,0.422,Medium,Yes,-5.92,Phase II
1411,449.61,2.19,5,6,64.25,9,5,-0.101,Medium,No,-10.1,Preclinical
1412,391.72,1.85,4,5,73.61,11,1,0.611,Low,Yes,-7.94,Preclinical
1413,384.19,3.46,2,5,106.89,7,2,-0.008,Medium,Yes,-7.82,Phase II
1414,512.38,0.27,0,10,86.78,13,5,0.554,Medium,No,-7.66,Preclinical
1415,301.74,2.55,3,10,87.69,5,2,0.307,High,Yes,-8.97,Preclinical
1416,419.59,3.17,2,11,129.4,5,4,0.558,Medium,No,-4.29,Phase I
1417,354.28,4.73,5,8,69.11,0,1,0.139,Low,Yes,-6.03,Phase III
1418,370.14,1.92,0,7,145.93,11,0,0.695,Medium,No,-4.18,Preclinical
1419,464.64,2.89,2,8,69.86,6,1,0.509,Medium,Yes,-6.54,Phase I
1420,388.09,0.34,0,8,92.68,6,4,0.414,Medium,No,-6.36,Preclinical
1421,390.37,-0.37,0,7,81.56,9,5,0.076,Medium,Yes,-7.51,Phase III
1422,430.44,3.51,3,2,93.7,8,2,0.953,High,Yes,-5.16,Preclinical
1423,322.63,2.49,4,11,103.34,13,4,0.273,Low,No,-6.65,Phase I
1424,287.06,3.91,3,9,103.02,14,5,0.566,Low,Yes,-7.79,Phase II
1425,271.64,0.85,0,7,67.41,11,3,0.263,Medium,No,-4.73,Phase III
1426,202.52,3.12,2,11,56.31,6,2,1.444,Low,Yes,-9.45,Phase II
1427,504.22,4.74,5,6,165.1,7,4,0.537,Low,Yes,-8.6,Preclinical
1428,267.26,3.0,3,9,75.48,3,0,0.346,Low,No,-3.28,Phase I
1429,333.41,2.83,4,1,110.98,8,0,0.651,Medium,Yes,-6.49,Preclinical
1430,329.24,2.51,0,11,41.77,14,5,0.688,Low,No,-11.45,Phase I
1431,373.06,0.61,5,2,81.61,13,5,0.599,Medium,Yes,-5.97,Phase II
1432,411.18,4.13,3,1,86.18,0,0,0.419,Low,Yes,-9.03,Phase II
1433,414.54,1.77,3,10,104.18,7,3,0.61,Low,No,-8.36,Phase I
1434,306.27,3.11,3,3,8.33,2,1,0.461,Low,Yes,-3.67,Phase II
1435,337.47,0.62,3,11,94.98,13,0,0.494,Low,Yes,-5.02,Phase III
1436,371.19,1.08,5,5,55.51,0,5,0.304,Medium,No,-4.5,Phase III
1437,331.35,4.22,2,1,99.73,1,5,0.134,High,Yes,-8.41,Phase II
1438,470.55,2.08,4,4,58.91,14,3,0.641,Medium,Yes,-7.94,Phase I
1439,386.82,4.24,4,8,64.34,5,0,0.652,Low,No,-7.17,Phase I
1440,405.12,2.41,0,6,81.79,4,3,0.824,Medium,No,-6.2,Preclinical
1441,399.72,0.29,1,1,58.43,13,0,0.512,Low,Yes,-8.01,Preclinical
1442,438.01,3.57,2,1,75.73,2,1,0.446,Low,Yes,-4.68,Phase I
1443,363.58,1.79,0,3,54.2,8,4,0.148,Medium,No,-6.76,Preclinical
1444,252.74,3.34,0,10,35.0,7,0,0.49,Medium,Yes,-5.26,Phase I
1445,379.98,2.53,3,8,120.54,12,4,0.59,Low,Yes,-8.67,Phase I
1446,301.15,0.65,1,11,51.12,2,0,0.045,Low,No,-8.13,Phase I
1447,310.35,2.7,1,11,84.64,1,1,0.767,High,Yes,-7.13,Preclinical
1448,393.98,5.14,2,8,112.59,7,5,0.322,Low,Yes,-8.19,Preclinical
1449,442.87,3.09,1,3,71.55,13,4,0.451,High,No,-5.93,Preclinical
1450,351.6,2.43,0,7,65.25,14,3,0.649,High,No,-5.9,Preclinical
1451,373.16,3.79,1,3,96.79,4,0,0.498,Medium,No,-7.86,Phase III
1452,477.67,2.75,1,4,123.54,14,5,0.851,Low,Yes,-6.51,Preclinical
1453,368.06,2.75,4,9,54.92,8,0,0.657,Medium,Yes,-4.44,Preclinical
1454,545.13,1.19,0,4,85.5,0,3,0.463,Low,No,-5.93,Preclinical
1455,392.41,2.78,5,3,38.03,9,1,-0.28,Low,Yes,-6.52,Phase I
1456,217.94,3.74,1,5,78.2,2,2,0.749,Medium,No,-5.56,Phase II
1457,406.5,1.5,1,7,91.03,4,0,0.205,Low,Yes,-4.98,Preclinical
1458,378.59,4.21,3,5,64.36,1,3,0.713,Low,No,-5.22,Phase III
1459,446.73,2.39,1,4,76.29,2,2,0.623,Medium,Yes,-7.61,Phase II
1460,400.49,1.43,1,8,47.75,3,0,0.45,Medium,Yes,-6.15,Preclinical
1461,339.62,3.7,4,4,92.31,3,4,0.738,Low,Yes,-7.95,Phase I
1462,258.18,2.16,0,2,121.67,10,5,0.63,Low,No,-7.58,Phase I
1463,334.32,3.41,2,10,57.09,8,5,0.582,Low,Yes,-6.78,Preclinical
1464,286.21,2.15,0,6,71.32,0,3,0.071,Low,Yes,-9.67,Phase II
1465,306.46,2.43,3,2,105.08,11,4,0.51,Medium,Yes,-6.95,Preclinical
1466,394.14,3.09,0,3,126.36,8,1,0.189,Medium,Yes,-8.54,Phase I
1467,475.24,2.85,1,1,45.2,14,2,0.226,Medium,No,-9.28,Phase I
1468,379.6,0.11,3,5,84.94,8,3,0.41,Low,Yes,-6.31,Phase I
1469,260.31,1.15,0,9,98.49,10,0,0.866,Low,Yes,-7.89,Phase III
1470,383.35,3.62,3,2,86.94,5,5,0.591,Low,Yes,-7.17,Preclinical
1471,439.75,2.34,2,7,15.7,10,0,0.608,Low,No,-7.85,Preclinical
1472,304.27,1.87,0,5,105.03,0,2,0.693,Low,No,-8.42,Phase I
1473,339.95,0.87,5,2,135.58,10,4,0.281,Low,Yes,-7.32,Preclinical
1474,351.1,1.2,1,8,93.5,12,4,0.106,Low,Yes,-9.54,Preclinical
1475,291.13,0.07,3,11,59.07,11,3,0.062,Medium,Yes,-7.64,Phase I
1476,398.62,2.38,5,6,74.61,5,3,0.558,Medium,No,-4.53,Preclinical
1477,340.93,1.78,5,4,143.1,7,4,0.747,Medium,Yes,-9.3,Preclinical
1478,381.46,1.34,4,4,117.3,4,3,0.728,Low,No,-5.36,Preclinical
1479,283.44,2.42,3,2,109.2,4,4,0.292,High,Yes,-4.37,Preclinical
1480,317.19,2.94,5,3,100.69,0,2,0.839,High,No,-8.68,Phase I
1481,404.18,5.01,4,7,70.17,0,3,1.011,Low,Yes,-7.01,Preclinical
1482,322.04,0.69,5,3,83.98,7,4,0.652,Medium,No,-9.45,Phase III
1483,479.52,3.89,1,5,87.66,12,3,0.872,Medium,Yes,-9.67,Preclinical
1484,320.03,3.67,2,10,106.49,4,0,0.718,Medium,Yes,-7.25,Phase II
1485,366.85,1.57,4,6,135.27,7,5,0.443,Low,No,-6.89,Phase II
1486,419.94,2.74,2,6,123.55,9,0,0.334,Low,Yes,-8.35,Preclinical
1487,243.62,1.95,3,4,47.42,1,1,0.097,Medium,Yes,-9.2,Phase II
1488,217.94,2.72,1,6,96.72,14,4,0.389,Low,No,-8.68,Phase II
1489,235.58,4.31,4,3,112.1,3,1,0.441,High,Yes,-6.16,Preclinical
1490,444.69,3.23,3,7,108.57,12,4,0.446,Medium,Yes,-6.15,Phase III
1491,308.61,3.11,5,7,71.12,10,5,0.472,Low,Yes,-6.54,Preclinical
1492,541.86,1.98,0,4,177.42,13,3,-0.073,Medium,Yes,-8.08,Preclinical
1493,307.68,0.72,3,2,51.69,9,4,0.695,Medium,No,-9.11,Phase II
1494,363.84,2.25,2,11,57.5,8,0,0.724,Low,Yes,-5.53,Preclinical
1495,465.66,3.95,1,7,97.01,12,3,0.593,Low,Yes,-5.04,Phase II
1496,500.46,0.67,1,3,153.5,2,5,0.208,High,Yes,-8.29,Phase III
1497,504.61,1.23,3,1,64.91,5,0,0.592,Medium,Yes,-7.74,Phase III
1498,440.63,2.65,5,2,82.03,10,3,0.506,Low,No,-9.7,Phase I
1499,426.8,1.32,0,10,122.32,6,4,0.619,Low,No,-6.7,Phase III
1500,394.44,1.55,2,9,89.46,2,4,0.888,Medium,Yes,-4.39,Phase I
1501,408.38,1.99,3,8,79.96,0,0,0.455,Medium,Yes,-6.08,Preclinical
1502,308.66,0.86,3,6,106.97,1,2,0.545,Low,No,-4.18,Phase I
1503,288.64,1.33,1,6,98.18,10,4,0.284,Medium,Yes,-8.09,Phase I
1504,349.75,3.34,2,1,120.91,13,2,0.73,Low,Yes,-9.46,Phase I
1505,337.24,0.93,0,2,128.74,9,3,0.676,Low,Yes,-5.24,Phase I
1506,316.01,0.58,1,4,99.21,6,2,0.554,Medium,Yes,-7.24,Phase I
1507,402.23,1.74,3,3,98.75,6,0,0.237,Low,No,-8.84,Phase I
1508,421.65,3.38,1,1,96.42,11,1,0.329,High,Yes,-4.69,Phase III
1509,356.63,2.26,1,8,104.67,0,1,0.042,Low,No,-8.41,Phase I
1510,460.81,1.94,4,7,91.66,9,0,0.326,Medium,Yes,-9.18,Preclinical
1511,264.37,2.55,1,4,89.98,6,1,0.677,Low,Yes,-6.6,Phase II
1512,335.48,0.41,5,9,125.9,14,0,0.599,Low,No,-9.45,Preclinical
1513,296.24,3.09,1,11,135.48,9,4,0.54,Medium,No,-5.97,Phase II
1514,210.01,2.96,5,4,44.77,10,2,0.871,Low,No,-9.23,Preclinical
1515,343.8,2.01,2,1,90.3,5,1,0.576,Medium,Yes,-7.12,Preclinical
1516,340.87,3.71,1,10,69.34,10,4,0.356,Medium,No,-7.02,Preclinical
1517,463.51,1.15,0,1,80.67,5,1,0.325,Medium,Yes,-7.1,Preclinical
1518,397.31,3.85,5,1,102.08,6,3,0.442,Medium,Yes,-9.43,Phase II
1519,273.19,2.69,5,1,110.08,6,0,0.387,Medium,Yes,-7.79,Preclinical
1520,489.06,2.1,3,4,86.64,0,0,0.738,Medium,Yes,-5.44,Phase III
1521,441.58,2.48,2,1,32.6,9,4,0.605,Medium,No,-7.8,Phase I
1522,393.66,2.37,1,2,61.05,4,3,0.42,High,No,-9.23,Preclinical
1523,333.01,3.96,0,4,116.89,14,2,0.43,Low,Yes,-8.17,Phase II
1524,278.04,1.21,3,7,7.79,13,3,0.676,Medium,Yes,-9.39,Phase I
1525,322.08,1.58,2,2,125.62,13,3,0.753,Low,No,-10.77,Phase II
1526,431.66,3.74,5,8,105.64,7,5,0.039,Low,Yes,-7.76,Phase I
1527,491.34,1.79,0,7,129.49,7,2,0.457,Low,Yes,-7.35,Preclinical
1528,465.74,3.58,1,9,84.04,2,2,0.523,Medium,Yes,-6.45,Phase II
1529,313.34,4.54,4,6,28.16,2,3,0.637,Medium,Yes,-6.8,Preclinical
1530,266.03,2.02,4,4,102.91,6,1,0.528,Medium,No,-6.58,Phase I
1531,360.57,3.32,2,6,128.24,14,5,0.602,Low,Yes,-7.56,Phase III
1532,217.37,1.12,0,4,117.74,3,1,0.441,Low,Yes,-4.31,Preclinical
1533,374.24,3.41,3,7,70.12,5,3,0.299,High,No,-8.76,Phase I
1534,338.93,2.74,0,9,92.6,8,1,0.696,Low,Yes,-7.98,Preclinical
1535,315.05,3.07,5,3,74.01,9,2,0.704,Low,No,-5.01,Preclinical
1536,230.4,1.73,4,3,65.42,1,2,0.663,Low,Yes,-8.08,Phase I
1537,388.52,0.51,2,2,118.66,1,1,0.707,Medium,No,-7.67,Phase I
1538,310.05,3.1,1,1,54.07,5,2,0.257,Low,Yes,-6.89,Phase I
1539,262.26,0.02,0,1,63.19,2,0,0.373,Low,Yes,-5.75,Preclinical
1540,134.58,2.12,4,3,56.88,0,2,0.78,Medium,Yes,-7.29,Phase II
1541,347.94,3.63,3,7,45.29,1,3,0.589,Low,Yes,-8.83,Preclinical
1542,482.92,2.73,2,11,94.39,13,4,0.514,Medium,No,-8.12,Preclinical
1543,474.59,4.84,1,9,124.85,12,1,0.437,Low,Yes,-6.69,Phase II
1544,315.72,3.73,0,2,84.45,6,5,0.817,Low,Yes,-7.94,Phase III
1545,304.83,1.72,3,7,44.83,3,1,0.057,Medium,Yes,-8.2,Phase I
1546,385.16,2.53,1,1,115.2,11,2,0.574,Medium,No,-8.9,Phase III
1547,275.12,2.44,5,2,140.57,1,2,0.483,Medium,No,-5.71,Preclinical
1548,372.63,0.6,4,6,70.61,10,4,0.187,Medium,Yes,-7.68,Preclinical
1549,407.46,1.37,5,11,75.64,11,4,0.904,Low,Yes,-7.67,Phase II
1550,442.02,1.83,4,5,105.47,11,5,-0.173,Low,Yes,-6.48,Phase III
1551,342.49,0.06,3,8,138.66,7,3,0.53,Low,Yes,-9.54,Preclinical
1552,334.72,2.56,5,11,74.4,3,0,0.632,High,Yes,-7.44,Preclinical
1553,284.15,2.2,4,2,50.03,3,3,0.256,High,Yes,-5.24,Preclinical
1554,287.98,0.49,2,1,108.94,1,5,0.569,High,No,-7.6,Preclinical
1555,333.01,2.99,3,7,113.97,13,1,0.444,Low,No,-7.17,Phase II
1556,377.55,3.36,4,6,90.18,0,2,0.747,Medium,Yes,-7.2,Phase I
1557,418.52,2.77,0,8,73.26,0,3,1.378,Medium,Yes,-5.91,Phase I
1558,289.76,2.11,4,11,119.83,2,2,0.585,Medium,No,-7.2,Phase I
1559,461.95,3.21,5,8,105.84,5,2,0.651,Medium,Yes,-3.8,Phase III
1560,329.67,3.32,2,2,66.95,6,3,0.256,Medium,Yes,-7.15,Preclinical
1561,348.4,2.87,1,8,91.47,12,3,0.554,Low,No,-8.15,Phase II
1562,293.96,1.51,1,6,49.45,8,4,0.407,Low,Yes,-5.23,Phase III
1563,168.18,2.83,4,9,110.58,4,5,0.695,Low,Yes,-7.82,Preclinical
1564,416.3,3.93,1,7,82.13,8,5,0.143,Low,Yes,-8.4,Phase II
1565,405.26,1.78,4,2,76.93,7,0,0.232,Low,Yes,-9.28,Phase II
1566,328.9,5.02,2,8,89.01,0,4,0.795,Low,Yes,-6.78,Preclinical
1567,355.02,1.87,1,9,91.21,10,0,0.552,Low,Yes,-8.19,Preclinical
1568,388.7,2.54,5,7,116.85,11,3,0.831,Medium,Yes,-8.67,Phase I
1569,232.81,1.69,5,4,107.73,2,5,0.591,High,No,-8.35,Phase I
1570,310.32,2.77,0,9,85.31,7,5,0.627,Medium,Yes,-8.04,Phase I
1571,409.57,0.41,4,4,112.91,8,0,0.423,Low,Yes,-6.25,Preclinical
1572,255.93,1.84,1,4,102.02,13,1,0.452,Low,Yes,-6.77,Phase II
1573,372.02,1.19,5,9,77.2,3,4,0.741,Low,Yes,-7.72,Preclinical
1574,248.26,2.66,2,8,86.26,13,4,0.464,High,No,-6.66,Preclinical
1575,384.98,3.69,2,4,85.55,13,4,0.796,Medium,Yes,-7.66,Preclinical
1576,347.33,3.28,0,8,105.16,13,5,0.473,Low,Yes,-7.19,Phase II
1577,228.87,-0.35,2,8,78.99,11,2,0.205,Medium,Yes,-8.5,Preclinical
1578,437.36,4.95,2,7,78.29,5,5,0.182,Low,Yes,-8.49,Preclinical
1579,294.91,2.85,1,10,149.06,3,2,0.457,High,Yes,-7.27,Preclinical
1580,289.23,1.57,4,6,118.19,12,5,0.729,Low,Yes,-7.27,Preclinical
1581,365.04,2.69,3,8,67.18,14,3,0.334,Low,Yes,-5.98,Preclinical
1582,436.15,2.71,2,7,107.13,8,5,0.683,Medium,No,-6.75,Phase I
1583,273.81,1.7,2,5,93.55,1,3,0.525,High,No,-8.24,Phase II
1584,354.63,2.74,3,4,101.75,5,2,0.652,High,No,-9.42,Phase II
1585,382.16,1.77,2,2,94.12,10,4,0.428,Medium,No,-6.18,Phase I
1586,401.98,2.01,1,11,125.69,12,2,0.546,Low,No,-7.0,Preclinical
1587,363.23,1.68,1,8,100.37,2,0,0.735,Low,No,-6.05,Phase III
1588,322.47,0.78,3,9,88.14,9,4,0.496,High,Yes,-6.81,Preclinical
1589,287.93,2.68,5,4,121.27,3,5,0.369,Medium,Yes,-4.79,Phase II
1590,356.46,3.2,2,4,97.0,1,5,0.046,Medium,No,-7.82,Phase III
1591,269.59,3.12,5,5,93.64,10,5,0.635,Low,Yes,-7.44,Phase II
1592,130.9,3.48,2,2,99.42,7,5,0.307,Medium,Yes,-6.31,Preclinical
1593,382.74,2.89,4,7,87.19,9,5,0.37,Low,Yes,-6.21,Preclinical
1594,417.8,1.86,2,5,90.28,7,2,0.232,Medium,Yes,-7.01,Preclinical
1595,172.78,3.51,1,6,72.4,0,3,0.442,High,Yes,-9.89,Phase I
